Name,Genres,Language,Rating,OrderedSet
The Game,['Drama'],English,7.8,The Game | ['Drama'] | English | 7.8
The Game,"['Drama', 'Comedy', 'Sports']",English,,"The Game | ['Drama', 'Comedy', 'Sports'] | English"
The Gates,"['Drama', 'Crime', 'Supernatural']",English,7.2,"The Gates | ['Drama', 'Crime', 'Supernatural'] | English | 7.2"
The Get Down,"['Drama', 'Music']",English,7.7,"The Get Down | ['Drama', 'Music'] | English | 7.7"
The Glades,"['Drama', 'Action', 'Crime']",English,8,"The Glades | ['Drama', 'Action', 'Crime'] | English | 8"
The Glee Project,"['Drama', 'Family', 'Music']",English,,"The Glee Project | ['Drama', 'Family', 'Music'] | English"
The Goldbergs,"['Comedy', 'Family']",English,7.5,"The Goldbergs | ['Comedy', 'Family'] | English | 7.5"
The Golden Girls,"['Drama', 'Comedy']",English,8.1,"The Golden Girls | ['Drama', 'Comedy'] | English | 8.1"
The Good Wife,"['Drama', 'Crime', 'Legal']",English,8.1,"The Good Wife | ['Drama', 'Crime', 'Legal'] | English | 8.1"
The Goodies,['Comedy'],English,,The Goodies | ['Comedy'] | English
The Grace Helbig Show,['Comedy'],English,,The Grace Helbig Show | ['Comedy'] | English
The Graham Norton Show,['Comedy'],English,8.2,The Graham Norton Show | ['Comedy'] | English | 8.2
The Great Christmas Light Fight,[],English,7.3,The Great Christmas Light Fight | [] | English | 7.3
The Great Fire,['Drama'],English,7,The Great Fire | ['Drama'] | English | 7
The Greg Gutfeld Show,[],English,6.8,The Greg Gutfeld Show | [] | English | 6.8
The Grid,"['Drama', 'Thriller']",English,7.5,"The Grid | ['Drama', 'Thriller'] | English | 7.5"
The Grinder,['Comedy'],English,6.4,The Grinder | ['Comedy'] | English | 6.4
The Guardian,"['Drama', 'Crime', 'Legal']",English,7.5,"The Guardian | ['Drama', 'Crime', 'Legal'] | English | 7.5"
The Hard Times of RJ Berger,['Comedy'],English,,The Hard Times of RJ Berger | ['Comedy'] | English
The Haunted,"['Horror', 'Supernatural']",English,,"The Haunted | ['Horror', 'Supernatural'] | English"
The Henry Ford's Innovation Nation,[],English,4.3,The Henry Ford's Innovation Nation | [] | English | 4.3
The High Life,['Comedy'],English,,The High Life | ['Comedy'] | English
The Hills,[],English,5.2,The Hills | [] | English | 5.2
The Honourable Woman,"['Drama', 'Thriller', 'Espionage']",English,7.9,"The Honourable Woman | ['Drama', 'Thriller', 'Espionage'] | English | 7.9"
The Hour,"['Drama', 'Thriller', 'Espionage']",English,7.8,"The Hour | ['Drama', 'Thriller', 'Espionage'] | English | 7.8"
The Hunger,"['Drama', 'Horror', 'Thriller']",English,,"The Hunger | ['Drama', 'Horror', 'Thriller'] | English"
The Hunt with John Walsh,"['Drama', 'Crime', 'Thriller']",English,,"The Hunt with John Walsh | ['Drama', 'Crime', 'Thriller'] | English"
The Huntress,"['Drama', 'Action', 'Adventure']",English,,"The Huntress | ['Drama', 'Action', 'Adventure'] | English"
The Hustlers,[],English,,The Hustlers | [] | English
The Ice Cream Girls,"['Drama', 'Crime']",English,,"The Ice Cream Girls | ['Drama', 'Crime'] | English"
The Inbetweeners,['Comedy'],English,7.5,The Inbetweeners | ['Comedy'] | English | 7.5
The Inbetweeners,['Comedy'],English,,The Inbetweeners | ['Comedy'] | English
The Incredible Hulk,"['Action', 'Fantasy', 'Science-Fiction']",English,7.2,"The Incredible Hulk | ['Action', 'Fantasy', 'Science-Fiction'] | English | 7.2"
The Inside,"['Drama', 'Crime']",English,7.1,"The Inside | ['Drama', 'Crime'] | English | 7.1"
The Invaders,['Science-Fiction'],English,6.9,The Invaders | ['Science-Fiction'] | English | 6.9
The Island,"['Action', 'Adventure']",English,,"The Island | ['Action', 'Adventure'] | English"
The IT Crowd,['Comedy'],English,8.7,The IT Crowd | ['Comedy'] | English | 8.7
The Italian Americans,[],English,,The Italian Americans | [] | English
The Jeff Dunham Show,['Comedy'],English,6.6,The Jeff Dunham Show | ['Comedy'] | English | 6.6
The Jetsons,"['Comedy', 'Children', 'Science-Fiction']",English,7.7,"The Jetsons | ['Comedy', 'Children', 'Science-Fiction'] | English | 7.7"
The Jim Gaffigan Show,['Comedy'],English,6.1,The Jim Gaffigan Show | ['Comedy'] | English | 6.1
The Jinx: The Life and Deaths of Robert Durst,"['Crime', 'Mystery', 'History']",English,7.1,"The Jinx: The Life and Deaths of Robert Durst | ['Crime', 'Mystery', 'History'] | English | 7.1"
The Job,"['Comedy', 'Crime']",English,7.8,"The Job | ['Comedy', 'Crime'] | English | 7.8"
The John Larroquette Show,['Comedy'],English,,The John Larroquette Show | ['Comedy'] | English
The Jonathan Ross Show,['Comedy'],English,7.2,The Jonathan Ross Show | ['Comedy'] | English | 7.2
The Josh Wolf Show,[],English,,The Josh Wolf Show | [] | English
The Kennedys,"['Drama', 'History']",English,7.8,"The Kennedys | ['Drama', 'History'] | English | 7.8"
The Kill Point,"['Drama', 'Action', 'Crime']",English,6.6,"The Kill Point | ['Drama', 'Action', 'Crime'] | English | 6.6"
The Killing,"['Drama', 'Crime', 'Thriller']",English,8.3,"The Killing | ['Drama', 'Crime', 'Thriller'] | English | 8.3"
The King of Queens,"['Comedy', 'Family']",English,7.3,"The King of Queens | ['Comedy', 'Family'] | English | 7.3"
The Knick,"['Drama', 'Medical']",English,8.3,"The Knick | ['Drama', 'Medical'] | English | 8.3"
The L Word,"['Drama', 'Romance']",English,7.3,"The L Word | ['Drama', 'Romance'] | English | 7.3"
The Last Alaskans,[],English,8,The Last Alaskans | [] | English | 8
The Last Man on Earth,"['Comedy', 'Science-Fiction']",English,6.9,"The Last Man on Earth | ['Comedy', 'Science-Fiction'] | English | 6.9"
The Last Ship,"['Drama', 'Action', 'Thriller']",English,7.5,"The Last Ship | ['Drama', 'Action', 'Thriller'] | English | 7.5"
The Late Late Show with Craig Ferguson,['Comedy'],English,6.9,The Late Late Show with Craig Ferguson | ['Comedy'] | English | 6.9
The Late Show with David Letterman,['Comedy'],English,7.5,The Late Show with David Letterman | ['Comedy'] | English | 7.5
The League,"['Comedy', 'Sports']",English,7.5,"The League | ['Comedy', 'Sports'] | English | 7.5"
The League of Gentlemen,['Comedy'],English,8,The League of Gentlemen | ['Comedy'] | English | 8
The Leftovers,"['Drama', 'Science-Fiction', 'Thriller']",English,8,"The Leftovers | ['Drama', 'Science-Fiction', 'Thriller'] | English | 8"
The Legend of Korra,"['Action', 'Adventure', 'Fantasy']",English,8,"The Legend of Korra | ['Action', 'Adventure', 'Fantasy'] | English | 8"
The Legend of Mick Dodge,[],English,,The Legend of Mick Dodge | [] | English
The Librarians,"['Action', 'Adventure', 'Supernatural']",English,7.3,"The Librarians | ['Action', 'Adventure', 'Supernatural'] | English | 7.3"
The Listener,"['Drama', 'Crime', 'Supernatural']",English,7.9,"The Listener | ['Drama', 'Crime', 'Supernatural'] | English | 7.9"
The Little Couple,[],English,7.3,The Little Couple | [] | English | 7.3
The Lizzie Borden Chronicles,['Horror'],English,7.3,The Lizzie Borden Chronicles | ['Horror'] | English | 7.3
The Lone Gunmen,"['Drama', 'Science-Fiction', 'Thriller']",English,7.7,"The Lone Gunmen | ['Drama', 'Science-Fiction', 'Thriller'] | English | 7.7"
The Lone Ranger,"['Action', 'Adventure', 'Western']",English,7.7,"The Lone Ranger | ['Action', 'Adventure', 'Western'] | English | 7.7"
The Loop,['Comedy'],English,,The Loop | ['Comedy'] | English
The Lost Room,"['Drama', 'Science-Fiction', 'Thriller']",English,8,"The Lost Room | ['Drama', 'Science-Fiction', 'Thriller'] | English | 8"
The Lost World,"['Action', 'Adventure', 'Science-Fiction']",English,7.9,"The Lost World | ['Action', 'Adventure', 'Science-Fiction'] | English | 7.9"
The Lottery,"['Drama', 'Science-Fiction', 'Thriller']",English,6.5,"The Lottery | ['Drama', 'Science-Fiction', 'Thriller'] | English | 6.5"
The Love Boat,"['Drama', 'Comedy', 'Romance']",English,7.4,"The Love Boat | ['Drama', 'Comedy', 'Romance'] | English | 7.4"
The Lover,"['Comedy', 'Romance']",Korean,7.6,"The Lover | ['Comedy', 'Romance'] | Korean | 7.6"
The Lying Game,"['Drama', 'Thriller']",English,7.9,"The Lying Game | ['Drama', 'Thriller'] | English | 7.9"
The Making of The Mob,"['Drama', 'Crime', 'History']",English,7.8,"The Making of The Mob | ['Drama', 'Crime', 'History'] | English | 7.8"
The Man from U.N.C.L.E.,"['Drama', 'Action', 'Adventure']",English,7.5,"The Man from U.N.C.L.E. | ['Drama', 'Action', 'Adventure'] | English | 7.5"
The Man in the High Castle,"['Drama', 'Science-Fiction', 'Thriller']",English,8.1,"The Man in the High Castle | ['Drama', 'Science-Fiction', 'Thriller'] | English | 8.1"
The Manipulation Game,[],English,,The Manipulation Game | [] | English
The McCarthys,"['Comedy', 'Family']",English,6.9,"The McCarthys | ['Comedy', 'Family'] | English | 6.9"
The Meltdown with Jonah and Kumail,['Comedy'],English,,The Meltdown with Jonah and Kumail | ['Comedy'] | English
The Mentalist,"['Drama', 'Crime', 'Mystery']",English,8.2,"The Mentalist | ['Drama', 'Crime', 'Mystery'] | English | 8.2"
The Messengers,"['Drama', 'Mystery', 'Supernatural']",English,6.7,"The Messengers | ['Drama', 'Mystery', 'Supernatural'] | English | 6.7"
The Michael J. Fox Show,['Comedy'],English,6.8,The Michael J. Fox Show | ['Comedy'] | English | 6.8
The Middle,"['Comedy', 'Family']",English,8.1,"The Middle | ['Comedy', 'Family'] | English | 8.1"
The Middleman,"['Drama', 'Comedy', 'Science-Fiction']",English,7.8,"The Middleman | ['Drama', 'Comedy', 'Science-Fiction'] | English | 7.8"
The Mighty Boosh,"['Comedy', 'Fantasy', 'Music']",English,7.5,"The Mighty Boosh | ['Comedy', 'Fantasy', 'Music'] | English | 7.5"
The Millers,['Comedy'],English,6.2,The Millers | ['Comedy'] | English | 6.2
The Millionaire Matchmaker,[],English,,The Millionaire Matchmaker | [] | English
The Mind of a Murderer,"['Drama', 'Crime', 'Thriller']",English,,"The Mind of a Murderer | ['Drama', 'Crime', 'Thriller'] | English"
The Mindy Project,"['Comedy', 'Romance', 'Medical']",English,7,"The Mindy Project | ['Comedy', 'Romance', 'Medical'] | English | 7"
The Missing,"['Drama', 'Crime', 'Thriller']",English,8.1,"The Missing | ['Drama', 'Crime', 'Thriller'] | English | 8.1"
The Mob Doctor,"['Drama', 'Medical']",English,6.6,"The Mob Doctor | ['Drama', 'Medical'] | English | 6.6"
The Mole,[],English,,The Mole | [] | English
The Muppets,"['Comedy', 'Children', 'Family']",English,7.2,"The Muppets | ['Comedy', 'Children', 'Family'] | English | 7.2"
The Musketeers,"['Drama', 'Action', 'Adventure']",English,8,"The Musketeers | ['Drama', 'Action', 'Adventure'] | English | 8"
The Mysteries of Laura,"['Comedy', 'Crime']",English,7.3,"The Mysteries of Laura | ['Comedy', 'Crime'] | English | 7.3"
The Nanny,"['Comedy', 'Family']",English,7.3,"The Nanny | ['Comedy', 'Family'] | English | 7.3"
The Neighbors,"['Comedy', 'Science-Fiction']",English,7.1,"The Neighbors | ['Comedy', 'Science-Fiction'] | English | 7.1"
The Net,['Thriller'],English,6.5,The Net | ['Thriller'] | English | 6.5
The New Adventures of Old Christine,"['Comedy', 'Family']",English,7.4,"The New Adventures of Old Christine | ['Comedy', 'Family'] | English | 7.4"
The New Avengers,"['Action', 'Thriller', 'Mystery']",English,6.8,"The New Avengers | ['Action', 'Thriller', 'Mystery'] | English | 6.8"
The NEW Celebrity Apprentice,[],English,4.5,The NEW Celebrity Apprentice | [] | English | 4.5
The New Normal,['Comedy'],English,7.3,The New Normal | ['Comedy'] | English | 7.3
The Newsroom,['Drama'],English,8.4,The Newsroom | ['Drama'] | English | 8.4
The Next Great Burger,['Food'],English,,The Next Great Burger | ['Food'] | English
The Night Manager,"['Drama', 'Thriller', 'Espionage']",English,8.3,"The Night Manager | ['Drama', 'Thriller', 'Espionage'] | English | 8.3"
The Night Shift,"['Drama', 'Action', 'Medical']",English,8,"The Night Shift | ['Drama', 'Action', 'Medical'] | English | 8"
The Nightly Show with Larry Wilmore,[],English,5.7,The Nightly Show with Larry Wilmore | [] | English | 5.7
The Nine,"['Drama', 'Mystery']",English,,"The Nine | ['Drama', 'Mystery'] | English"
The Nine Lives of Chloe King,"['Drama', 'Action', 'Supernatural']",English,6.8,"The Nine Lives of Chloe King | ['Drama', 'Action', 'Supernatural'] | English | 6.8"
The O.C.,"['Drama', 'Comedy', 'Romance']",English,7.1,"The O.C. | ['Drama', 'Comedy', 'Romance'] | English | 7.1"
The Odd Couple,['Comedy'],English,6.9,The Odd Couple | ['Comedy'] | English | 6.9
The Office,['Comedy'],English,8.5,The Office | ['Comedy'] | English | 8.5
The Office,['Comedy'],English,7.7,The Office | ['Comedy'] | English | 7.7
The Only Way is Essex,[],English,,The Only Way is Essex | [] | English
The Originals,"['Drama', 'Romance', 'Supernatural']",English,8.2,"The Originals | ['Drama', 'Romance', 'Supernatural'] | English | 8.2"
The Outcast,['Drama'],English,7.9,The Outcast | ['Drama'] | English | 7.9
The Outer Limits,"['Drama', 'Science-Fiction']",English,8,"The Outer Limits | ['Drama', 'Science-Fiction'] | English | 8"
The Outer Limits,"['Drama', 'Horror', 'Science-Fiction']",English,7.8,"The Outer Limits | ['Drama', 'Horror', 'Science-Fiction'] | English | 7.8"
The Pacific,"['Drama', 'Action', 'War']",English,8.3,"The Pacific | ['Drama', 'Action', 'War'] | English | 8.3"
The Paradise,"['Drama', 'Romance', 'History']",English,7.9,"The Paradise | ['Drama', 'Romance', 'History'] | English | 7.9"
The Partridge Family,"['Comedy', 'Music']",English,7.3,"The Partridge Family | ['Comedy', 'Music'] | English | 7.3"
The Passing Bells,"['Drama', 'War', 'History']",English,7,"The Passing Bells | ['Drama', 'War', 'History'] | English | 7"
The People Remember,['History'],English,,The People Remember | ['History'] | English
The Perfect Murder,['Crime'],English,7.5,The Perfect Murder | ['Crime'] | English | 7.5
The Pillars of the Earth,"['Drama', 'Romance', 'History']",English,7.9,"The Pillars of the Earth | ['Drama', 'Romance', 'History'] | English | 7.9"
The Pioneers,[],English,,The Pioneers | [] | English
The Pitch,[],English,,The Pitch | [] | English
The PJs,['Comedy'],English,7.6,The PJs | ['Comedy'] | English | 7.6
The Playboy Club,['Drama'],English,7.9,The Playboy Club | ['Drama'] | English | 7.9
The Player,"['Drama', 'Action', 'Thriller']",English,7.7,"The Player | ['Drama', 'Action', 'Thriller'] | English | 7.7"
The Politician's Husband,['Drama'],English,,The Politician's Husband | ['Drama'] | English
The Powerpuff Girls,"['Action', 'Children', 'Crime']",English,6.8,"The Powerpuff Girls | ['Action', 'Children', 'Crime'] | English | 6.8"
The Practice,"['Drama', 'Legal']",English,7.3,"The Practice | ['Drama', 'Legal'] | English | 7.3"
The Prancing Elites Project,[],English,,The Prancing Elites Project | [] | English
The Pretender,"['Drama', 'Adventure', 'Mystery']",English,7.2,"The Pretender | ['Drama', 'Adventure', 'Mystery'] | English | 7.2"
The Prisoner,"['Drama', 'Science-Fiction', 'Mystery']",English,8,"The Prisoner | ['Drama', 'Science-Fiction', 'Mystery'] | English | 8"
The Prisoner,"['Drama', 'Science-Fiction', 'Mystery']",English,7.1,"The Prisoner | ['Drama', 'Science-Fiction', 'Mystery'] | English | 7.1"
The Profit,[],English,8,The Profit | [] | English | 8
The Rat Patrol,"['Drama', 'Action', 'War']",English,6.2,"The Rat Patrol | ['Drama', 'Action', 'War'] | English | 6.2"
The Real Housewives of Atlanta,[],English,4.3,The Real Housewives of Atlanta | [] | English | 4.3
The Real Housewives of Beverly Hills,[],English,6.3,The Real Housewives of Beverly Hills | [] | English | 6.3
The Real Housewives of New Jersey,[],English,5.5,The Real Housewives of New Jersey | [] | English | 5.5
The Real Housewives of New York City,[],English,5.5,The Real Housewives of New York City | [] | English | 5.5
The Real Housewives of Orange County,[],English,4.6,The Real Housewives of Orange County | [] | English | 4.6
The Real World,['Drama'],English,,The Real World | ['Drama'] | English
The Red Road,"['Drama', 'Crime', 'Family']",English,7.3,"The Red Road | ['Drama', 'Crime', 'Family'] | English | 7.3"
The Red Tent,['Drama'],English,7.8,The Red Tent | ['Drama'] | English | 7.8
The Returned,"['Drama', 'Fantasy', 'Horror']",English,7.3,"The Returned | ['Drama', 'Fantasy', 'Horror'] | English | 7.3"
The Riches,"['Drama', 'Comedy']",English,7.9,"The Riches | ['Drama', 'Comedy'] | English | 7.9"
The Ricky Gervais Show,['Comedy'],English,7.1,The Ricky Gervais Show | ['Comedy'] | English | 7.1
The Ride,['Music'],English,,The Ride | ['Music'] | English
The River,"['Drama', 'Horror', 'Supernatural']",English,6.9,"The River | ['Drama', 'Horror', 'Supernatural'] | English | 6.9"
The Rockford Files,"['Drama', 'Action', 'Crime']",English,8,"The Rockford Files | ['Drama', 'Action', 'Crime'] | English | 8"
The Roy Rogers Show,"['Adventure', 'Western']",English,7.9,"The Roy Rogers Show | ['Adventure', 'Western'] | English | 7.9"
The Royals,['Drama'],English,7.9,The Royals | ['Drama'] | English | 7.9
The Sarah Jane Adventures,"['Action', 'Adventure', 'Science-Fiction']",English,7.5,"The Sarah Jane Adventures | ['Action', 'Adventure', 'Science-Fiction'] | English | 7.5"
The Sarah Silverman Program,['Comedy'],English,6.4,The Sarah Silverman Program | ['Comedy'] | English | 6.4
The Secret Adventures of Jules Verne,"['Action', 'Adventure', 'Science-Fiction']",English,,"The Secret Adventures of Jules Verne | ['Action', 'Adventure', 'Science-Fiction'] | English"
The Secret Circle,"['Drama', 'Horror', 'Supernatural']",English,7.6,"The Secret Circle | ['Drama', 'Horror', 'Supernatural'] | English | 7.6"
The Secret Life of the American Teenager,"['Drama', 'Comedy', 'Family']",English,6.7,"The Secret Life of the American Teenager | ['Drama', 'Comedy', 'Family'] | English | 6.7"
The Secret of Crickley Hall,"['Drama', 'Horror', 'Mystery']",English,7.8,"The Secret of Crickley Hall | ['Drama', 'Horror', 'Mystery'] | English | 7.8"
The Secret War,['War'],English,,The Secret War | ['War'] | English
The Security Brief with Paul Viollis,['Crime'],English,,The Security Brief with Paul Viollis | ['Crime'] | English
The Seventies,['History'],English,,The Seventies | ['History'] | English
The Shadow Line,"['Drama', 'Crime', 'Thriller']",English,7.8,"The Shadow Line | ['Drama', 'Crime', 'Thriller'] | English | 7.8"
The Shield,"['Drama', 'Crime']",English,8.6,"The Shield | ['Drama', 'Crime'] | English | 8.6"
The Shining,"['Drama', 'Horror']",English,6.1,"The Shining | ['Drama', 'Horror'] | English | 6.1"
The Simple Life,['Comedy'],English,5.3,The Simple Life | ['Comedy'] | English | 5.3
The Simpsons,"['Comedy', 'Family']",English,8.1,"The Simpsons | ['Comedy', 'Family'] | English | 8.1"
The Sing-Off,['Music'],English,,The Sing-Off | ['Music'] | English
The Sisterhood: Becoming Nuns,[],English,,The Sisterhood: Becoming Nuns | [] | English
The Six Million Dollar Man,"['Drama', 'Action', 'Adventure']",English,7.3,"The Six Million Dollar Man | ['Drama', 'Action', 'Adventure'] | English | 7.3"
The Slap,['Drama'],English,6.6,The Slap | ['Drama'] | English | 6.6
The Slim Shady Show,"['Comedy', 'Adult']",English,4.8,"The Slim Shady Show | ['Comedy', 'Adult'] | English | 4.8"
The Smoking Room,['Comedy'],English,,The Smoking Room | ['Comedy'] | English
The Sopranos,"['Drama', 'Crime']",English,8.8,"The Sopranos | ['Drama', 'Crime'] | English | 8.8"
The Soup,['Comedy'],English,4.5,The Soup | ['Comedy'] | English | 4.5
The Spoils Before Dying,"['Comedy', 'Crime']",English,4.4,"The Spoils Before Dying | ['Comedy', 'Crime'] | English | 4.4"
The Spoils of Babylon,['Comedy'],English,7.6,The Spoils of Babylon | ['Comedy'] | English | 7.6
The Starlost,"['Action', 'Adventure', 'Science-Fiction']",English,6.8,"The Starlost | ['Action', 'Adventure', 'Science-Fiction'] | English | 6.8"
The State Within,"['Drama', 'Thriller']",English,,"The State Within | ['Drama', 'Thriller'] | English"
The Strain,"['Drama', 'Horror', 'Thriller']",English,7.4,"The Strain | ['Drama', 'Horror', 'Thriller'] | English | 7.4"
The Street,['Drama'],English,,The Street | ['Drama'] | English
The Suite Life of Zack and Cody,"['Comedy', 'Children', 'Family']",English,7.5,"The Suite Life of Zack and Cody | ['Comedy', 'Children', 'Family'] | English | 7.5"
The Suite Life on Deck,"['Comedy', 'Children', 'Family']",English,7.9,"The Suite Life on Deck | ['Comedy', 'Children', 'Family'] | English | 7.9"
The Syndicate,['Drama'],English,6.6,The Syndicate | ['Drama'] | English | 6.6
The Team,"['Drama', 'Crime', 'Thriller']",German,7.8,"The Team | ['Drama', 'Crime', 'Thriller'] | German | 7.8"
The Thick of It,['Comedy'],English,8,The Thick of It | ['Comedy'] | English | 8
The Three Stooges,['Comedy'],English,7.8,The Three Stooges | ['Comedy'] | English | 7.8
The Thundermans,"['Comedy', 'Family', 'Science-Fiction']",English,6.4,"The Thundermans | ['Comedy', 'Family', 'Science-Fiction'] | English | 6.4"
The Tick,"['Comedy', 'Action', 'Science-Fiction']",English,7.5,"The Tick | ['Comedy', 'Action', 'Science-Fiction'] | English | 7.5"
The Tick,"['Comedy', 'Action', 'Science-Fiction']",English,7.1,"The Tick | ['Comedy', 'Action', 'Science-Fiction'] | English | 7.1"
The Time Tunnel,"['Adventure', 'Science-Fiction']",English,7.8,"The Time Tunnel | ['Adventure', 'Science-Fiction'] | English | 7.8"
The Tomorrow People,"['Action', 'Science-Fiction']",English,7.4,"The Tomorrow People | ['Action', 'Science-Fiction'] | English | 7.4"
The Tonight Show Starring Jimmy Fallon,['Comedy'],English,4.3,The Tonight Show Starring Jimmy Fallon | ['Comedy'] | English | 4.3
The Tonight Show with Jay Leno,['Comedy'],English,,The Tonight Show with Jay Leno | ['Comedy'] | English
The Town,"['Drama', 'Mystery']",English,7.3,"The Town | ['Drama', 'Mystery'] | English | 7.3"
The Treehouse Guys,['DIY'],English,,The Treehouse Guys | ['DIY'] | English
The Triangle,"['Drama', 'Action', 'Adventure']",English,7.8,"The Triangle | ['Drama', 'Action', 'Adventure'] | English | 7.8"
The Truth About Cats,[],English,,The Truth About Cats | [] | English
The Tudors,"['Drama', 'History']",English,8,"The Tudors | ['Drama', 'History'] | English | 8"
The Tunnel,"['Drama', 'Crime', 'Thriller']",English,7.9,"The Tunnel | ['Drama', 'Crime', 'Thriller'] | English | 7.9"
The Twilight Zone,"['Science-Fiction', 'Mystery', 'Supernatural']",English,8.9,"The Twilight Zone | ['Science-Fiction', 'Mystery', 'Supernatural'] | English | 8.9"
The Ultimate Fighter,"['Drama', 'Action', 'Sports']",English,6.2,"The Ultimate Fighter | ['Drama', 'Action', 'Sports'] | English | 6.2"
The Unit,"['Drama', 'Action', 'Crime']",English,8.4,"The Unit | ['Drama', 'Action', 'Crime'] | English | 8.4"
The Universe,"['Adventure', 'Family', 'Science-Fiction']",English,7.5,"The Universe | ['Adventure', 'Family', 'Science-Fiction'] | English | 7.5"
The Untouchables,"['Drama', 'Action', 'Crime']",English,8,"The Untouchables | ['Drama', 'Action', 'Crime'] | English | 8"
The Vampire Diaries,"['Drama', 'Romance', 'Supernatural']",English,7.9,"The Vampire Diaries | ['Drama', 'Romance', 'Supernatural'] | English | 7.9"
The Vanilla Ice Project,"['Family', 'DIY']",English,7.5,"The Vanilla Ice Project | ['Family', 'DIY'] | English | 7.5"
The Venture Bros.,"['Comedy', 'Adventure']",English,8.2,"The Venture Bros. | ['Comedy', 'Adventure'] | English | 8.2"
The Vicar of Dibley,['Comedy'],English,7.9,The Vicar of Dibley | ['Comedy'] | English | 7.9
The Village,"['Drama', 'History']",English,7.8,"The Village | ['Drama', 'History'] | English | 7.8"
The Voice,['Music'],English,5.7,The Voice | ['Music'] | English | 5.7
The Walking Dead,"['Drama', 'Action', 'Horror']",English,8,"The Walking Dead | ['Drama', 'Action', 'Horror'] | English | 8"
The Watch,[],English,,The Watch | [] | English
The Watcher,['Drama'],English,,The Watcher | ['Drama'] | English
The West Wing,['Drama'],English,8.6,The West Wing | ['Drama'] | English | 8.6
The Whispers,"['Drama', 'Science-Fiction', 'Thriller']",English,6.9,"The Whispers | ['Drama', 'Science-Fiction', 'Thriller'] | English | 6.9"
The White Queen,"['Drama', 'History']",English,7.9,"The White Queen | ['Drama', 'History'] | English | 7.9"
The Whole Truth,"['Drama', 'Legal']",English,,"The Whole Truth | ['Drama', 'Legal'] | English"
The Widower,"['Drama', 'Crime', 'Thriller']",English,7.8,"The Widower | ['Drama', 'Crime', 'Thriller'] | English | 7.8"
The Willis Family,"['Family', 'Music']",English,,"The Willis Family | ['Family', 'Music'] | English"
The Wire,"['Drama', 'Crime']",English,8.9,"The Wire | ['Drama', 'Crime'] | English | 8.9"
The Wonder Years,"['Drama', 'Comedy', 'Family']",English,7.7,"The Wonder Years | ['Drama', 'Comedy', 'Family'] | English | 7.7"
The Woodsmen,[],English,,The Woodsmen | [] | English
The Work Experience,['Comedy'],English,,The Work Experience | ['Comedy'] | English
The World Wars,['War'],English,7.3,The World Wars | ['War'] | English | 7.3
The Writers' Room,[],English,,The Writers' Room | [] | English
The Wrong Mans,"['Comedy', 'Crime', 'Thriller']",English,7.7,"The Wrong Mans | ['Comedy', 'Crime', 'Thriller'] | English | 7.7"
The WWE List,[],English,,The WWE List | [] | English
The X Factor,['Music'],English,6.2,The X Factor | ['Music'] | English | 6.2
The X Factor,['Music'],English,3.6,The X Factor | ['Music'] | English | 3.6
The X-Files,"['Drama', 'Crime', 'Science-Fiction']",English,8.6,"The X-Files | ['Drama', 'Crime', 'Science-Fiction'] | English | 8.6"
The Yard,['Comedy'],English,,The Yard | ['Comedy'] | English
The Young Indiana Jones Chronicles,"['Action', 'Adventure', 'Fantasy']",English,7.3,"The Young Indiana Jones Chronicles | ['Action', 'Adventure', 'Fantasy'] | English | 7.3"
The Young Ones,['Comedy'],English,8,The Young Ones | ['Comedy'] | English | 8
Third Watch,"['Drama', 'Crime', 'Medical']",English,8,"Third Watch | ['Drama', 'Crime', 'Medical'] | English | 8"
This is England,"['Drama', 'Crime']",English,8,"This is England | ['Drama', 'Crime'] | English | 8"
This Old House,['DIY'],English,7.9,This Old House | ['DIY'] | English | 7.9
Those Who Kill,"['Drama', 'Action', 'Crime']",English,7.5,"Those Who Kill | ['Drama', 'Action', 'Crime'] | English | 7.5"
Threat Matrix,"['Drama', 'Action', 'Crime']",English,,"Threat Matrix | ['Drama', 'Action', 'Crime'] | English"
Threshold,"['Drama', 'Science-Fiction', 'Thriller']",English,7.6,"Threshold | ['Drama', 'Science-Fiction', 'Thriller'] | English | 7.6"
Through the Wormhole,['Science-Fiction'],English,8,Through the Wormhole | ['Science-Fiction'] | English | 8
Thunderbirds Are Go,"['Action', 'Adventure', 'Science-Fiction']",English,7.6,"Thunderbirds Are Go | ['Action', 'Adventure', 'Science-Fiction'] | English | 7.6"
ThunderCats,"['Action', 'Adventure']",English,7.7,"ThunderCats | ['Action', 'Adventure'] | English | 7.7"
Tic Tac Dough,[],English,,Tic Tac Dough | [] | English
"Tim and Eric Awesome Show, Great Job!",['Comedy'],English,7.3,"Tim and Eric Awesome Show, Great Job! | ['Comedy'] | English | 7.3"
Time Team,['History'],English,7,Time Team | ['History'] | English | 7
Time Traveling with Brian Unger,[],English,,Time Traveling with Brian Unger | [] | English
Tiny House Hunters,[],English,,Tiny House Hunters | [] | English
Tiny House Hunting,[],English,,Tiny House Hunting | [] | English
Tiny House Nation,['DIY'],English,7.8,Tiny House Nation | ['DIY'] | English | 7.8
"Tiny House, Big Living",['DIY'],English,,"Tiny House, Big Living | ['DIY'] | English"
Titanic,['Drama'],English,7,Titanic | ['Drama'] | English | 7
TNA iMPACT!,[],English,4.4,TNA iMPACT! | [] | English | 4.4
Todrick,[],English,,Todrick | [] | English
